Local time,Open,High,Low,Close,Volume
15.06.2020 11:00:00.000 GMT+0200,1.25417,1.25611,1.25047,1.25337,75844.75
15.06.2020 15:00:00.000 GMT+0200,1.25336,1.25790,1.25295,1.25640,109241.34280000001
15.06.2020 19:00:00.000 GMT+0200,1.25640,1.26068,1.25561,1.26046,63367.1299
15.06.2020 23:00:00.000 GMT+0200,1.26049,1.26470,1.25913,1.26306,33917.0508
16.06.2020 03:00:00.000 GMT+0200,1.26305,1.26739,1.26202,1.26615,41933.048800000004
16.06.2020 07:00:00.000 GMT+0200,1.26615,1.26871,1.26082,1.26437,82902.45019999999
16.06.2020 11:00:00.000 GMT+0200,1.26431,1.26809,1.26343,1.26666,89762
16.06.2020 15:00:00.000 GMT+0200,1.26666,1.26674,1.25523,1.25925,171405.1914
16.06.2020 19:00:00.000 GMT+0200,1.25925,1.25934,1.25609,1.25712,54986.019
16.06.2020 23:00:00.000 GMT+0200,1.25711,1.25867,1.25517,1.25643,30097.2402
17.06.2020 03:00:00.000 GMT+0200,1.25643,1.25696,1.25409,1.25584,38193.7905
17.06.2020 07:00:00.000 GMT+0200,1.25583,1.25885,1.25483,1.25577,65485.3292
17.06.2020 11:00:00.000 GMT+0200,1.25579,1.25829,1.25232,1.25475,89873.00200000001
17.06.2020 15:00:00.000 GMT+0200,1.25475,1.25598,1.25105,1.25413,105008.918
17.06.2020 19:00:00.000 GMT+0200,1.25413,1.25574,1.25363,1.25547,38452.2803
17.06.2020 23:00:00.000 GMT+0200,1.25539,1.25666,1.25354,1.25480,21580.860099999998
18.06.2020 03:00:00.000 GMT+0200,1.25480,1.25605,1.25250,1.25516,34489.150799999996
18.06.2020 07:00:00.000 GMT+0200,1.25515,1.25603,1.25095,1.25155,62843.66010000001
18.06.2020 11:00:00.000 GMT+0200,1.25154,1.25492,1.24430,1.24470,107866.9921
18.06.2020 15:00:00.000 GMT+0200,1.24470,1.24594,1.24013,1.24112,92470.5586
18.06.2020 19:00:00.000 GMT+0200,1.24112,1.24297,1.24047,1.24230,31646.399600000004
18.06.2020 23:00:00.000 GMT+0200,1.24231,1.24315,1.24045,1.24126,21973.5595
19.06.2020 03:00:00.000 GMT+0200,1.24128,1.24368,1.24072,1.24268,29429.4502
19.06.2020 07:00:00.000 GMT+0200,1.24269,1.24556,1.24068,1.24125,47409.6596
19.06.2020 11:00:00.000 GMT+0200,1.24125,1.24232,1.23602,1.24042,67731.0401
19.06.2020 15:00:00.000 GMT+0200,1.24042,1.24110,1.23482,1.23674,90546.5488
19.06.2020 19:00:00.000 GMT+0200,1.23674,1.23684,1.23424,1.23476,35169.0097
21.06.2020 23:00:00.000 GMT+0200,1.23419,1.23590,1.23350,1.23469,18863.8305
22.06.2020 03:00:00.000 GMT+0200,1.23475,1.23898,1.23472,1.23891,27977.1602
22.06.2020 07:00:00.000 GMT+0200,1.23890,1.24335,1.23650,1.24266,59583.4995
22.06.2020 11:00:00.000 GMT+0200,1.24266,1.24331,1.23795,1.24050,60522.8799
22.06.2020 15:00:00.000 GMT+0200,1.24050,1.24699,1.23917,1.24639,74189.16019999998
22.06.2020 19:00:00.000 GMT+0200,1.24639,1.24766,1.24575,1.24673,23798.3399
22.06.2020 23:00:00.000 GMT+0200,1.24666,1.25071,1.24600,1.24815,28522.4602
23.06.2020 03:00:00.000 GMT+0200,1.24815,1.24953,1.24355,1.24659,62250.741599999994
23.06.2020 07:00:00.000 GMT+0200,1.24658,1.25131,1.24412,1.24835,62024.29
23.06.2020 11:00:00.000 GMT+0200,1.24835,1.25014,1.24317,1.24969,64487.601599999995
23.06.2020 15:00:00.000 GMT+0200,1.24968,1.25312,1.24732,1.25150,78791.3692
23.06.2020 19:00:00.000 GMT+0200,1.25152,1.25317,1.25082,1.25187,25935.8796
23.06.2020 23:00:00.000 GMT+0200,1.25178,1.25425,1.25104,1.25293,19678.8501
24.06.2020 03:00:00.000 GMT+0200,1.25293,1.25382,1.25107,1.25130,31748.639600000002
24.06.2020 07:00:00.000 GMT+0200,1.25131,1.25269,1.24653,1.24987,56517.6006
24.06.2020 11:00:00.000 GMT+0200,1.24992,1.25373,1.24764,1.24939,82511.4903
24.06.2020 15:00:00.000 GMT+0200,1.24940,1.25098,1.24160,1.24476,108124.2794
24.06.2020 19:00:00.000 GMT+0200,1.24476,1.24495,1.24139,1.24169,41529.840599999996
24.06.2020 23:00:00.000 GMT+0200,1.24166,1.24291,1.24076,1.24246,25063.4697
25.06.2020 03:00:00.000 GMT+0200,1.24246,1.24331,1.24036,1.24140,31608.799799999997
25.06.2020 07:00:00.000 GMT+0200,1.24140,1.24639,1.24048,1.24437,62144.3813
25.06.2020 11:00:00.000 GMT+0200,1.24438,1.24559,1.24124,1.24216,72319.67
25.06.2020 15:00:00.000 GMT+0200,1.24215,1.24336,1.23886,1.24200,62208.7793
25.06.2020 19:00:00.000 GMT+0200,1.24203,1.24282,1.24007,1.24173,27005.6703
25.06.2020 23:00:00.000 GMT+0200,1.24170,1.24302,1.24099,1.24188,25910.6797
26.06.2020 03:00:00.000 GMT+0200,1.24189,1.24365,1.24142,1.24293,22897.81
26.06.2020 07:00:00.000 GMT+0200,1.24293,1.24338,1.23979,1.24071,33729.3395
26.06.2020 11:00:00.000 GMT+0200,1.24071,1.24175,1.23666,1.23730,43521.8399
26.06.2020 15:00:00.000 GMT+0200,1.23730,1.23775,1.23142,1.23474,69155.0118
26.06.2020 19:00:00.000 GMT+0200,1.23473,1.23553,1.23326,1.23343,28135.909100000004
28.06.2020 23:00:00.000 GMT+0200,1.23442,1.23554,1.23253,1.23547,10361.970099999999
29.06.2020 03:00:00.000 GMT+0200,1.23551,1.23732,1.23500,1.23669,19635.7597
29.06.2020 07:00:00.000 GMT+0200,1.23665,1.23892,1.23301,1.23305,41470.6592
29.06.2020 11:00:00.000 GMT+0200,1.23305,1.23363,1.22989,1.23210,49028.8799
29.06.2020 15:00:00.000 GMT+0200,1.23212,1.23216,1.22514,1.22822,64938.1104
29.06.2020 19:00:00.000 GMT+0200,1.22824,1.23006,1.22747,1.22976,19972.9202
29.06.2020 23:00:00.000 GMT+0200,1.22976,1.23172,1.22910,1.22993,13185.5998
30.06.2020 03:00:00.000 GMT+0200,1.22992,1.23136,1.22952,1.23011,13129.48
30.06.2020 07:00:00.000 GMT+0200,1.23013,1.23013,1.22592,1.22723,36686.4297
30.06.2020 11:00:00.000 GMT+0200,1.22732,1.22889,1.22573,1.22883,41324.7812
30.06.2020 15:00:00.000 GMT+0200,1.22885,1.23920,1.22788,1.23788,94713.95800000001
30.06.2020 19:00:00.000 GMT+0200,1.23788,1.24015,1.23673,1.24000,31310.510499999997
30.06.2020 23:00:00.000 GMT+0200,1.23998,1.24007,1.23762,1.23835,23812.95
01.07.2020 03:00:00.000 GMT+0200,1.23837,1.23926,1.23592,1.23595,17811.45
01.07.2020 07:00:00.000 GMT+0200,1.23597,1.24136,1.23593,1.23862,32523.7696
01.07.2020 11:00:00.000 GMT+0200,1.23862,1.24210,1.23726,1.24137,63283.9589
01.07.2020 15:00:00.000 GMT+0200,1.24138,1.24860,1.24112,1.24813,76943.7598
01.07.2020 19:00:00.000 GMT+0200,1.24813,1.24902,1.24655,1.24739,29249.3696
01.07.2020 23:00:00.000 GMT+0200,1.24726,1.24817,1.24605,1.24690,13231.2199
02.07.2020 03:00:00.000 GMT+0200,1.24689,1.24942,1.24669,1.24920,15172.83
02.07.2020 07:00:00.000 GMT+0200,1.24919,1.25238,1.24782,1.25228,36183.8604
02.07.2020 11:00:00.000 GMT+0200,1.25229,1.25298,1.24880,1.24881,53454.789000000004
02.07.2020 15:00:00.000 GMT+0200,1.24888,1.25206,1.24560,1.24610,81832.18950000001
02.07.2020 19:00:00.000 GMT+0200,1.24610,1.24692,1.24572,1.24670,16294.7896
02.07.2020 23:00:00.000 GMT+0200,1.24670,1.24723,1.24575,1.24625,13651.98
03.07.2020 03:00:00.000 GMT+0200,1.24625,1.24727,1.24567,1.24593,18057.3302
03.07.2020 07:00:00.000 GMT+0200,1.24594,1.24863,1.24377,1.24627,38174.4807
03.07.2020 11:00:00.000 GMT+0200,1.24627,1.24627,1.24393,1.24555,30845.6601
03.07.2020 15:00:00.000 GMT+0200,1.24557,1.24711,1.24453,1.24686,26445.7998
03.07.2020 19:00:00.000 GMT+0200,1.24686,1.24879,1.24619,1.24798,75433.8095
05.07.2020 23:00:00.000 GMT+0200,1.24640,1.24890,1.24536,1.24794,8687.6099
06.07.2020 03:00:00.000 GMT+0200,1.24794,1.24972,1.24757,1.24965,17353.460199999998
06.07.2020 07:00:00.000 GMT+0200,1.24962,1.25098,1.24756,1.24903,45620.4395
06.07.2020 11:00:00.000 GMT+0200,1.24902,1.25192,1.24855,1.25101,37745.6104
06.07.2020 15:00:00.000 GMT+0200,1.25098,1.25201,1.24795,1.24841,53567.5102
06.07.2020 19:00:00.000 GMT+0200,1.24841,1.25032,1.24839,1.24917,20460.629800000002
06.07.2020 23:00:00.000 GMT+0200,1.24906,1.25179,1.24844,1.25124,14955.320499999998
07.07.2020 03:00:00.000 GMT+0200,1.25123,1.25145,1.24894,1.25057,24036.7897
07.07.2020 07:00:00.000 GMT+0200,1.25057,1.25141,1.24668,1.24705,41536.0699
07.07.2020 11:00:00.000 GMT+0200,1.24705,1.25396,1.24622,1.25372,47809.8809
07.07.2020 15:00:00.000 GMT+0200,1.25372,1.25921,1.25238,1.25595,58894.518500000006
07.07.2020 19:00:00.000 GMT+0200,1.25595,1.25729,1.25356,1.25399,25806.1702
07.07.2020 23:00:00.000 GMT+0200,1.25388,1.25627,1.25323,1.25496,19793.0796
08.07.2020 03:00:00.000 GMT+0200,1.25493,1.25662,1.25428,1.25560,17465.659799999998
08.07.2020 07:00:00.000 GMT+0200,1.25561,1.25678,1.25239,1.25283,41075.6807
08.07.2020 11:00:00.000 GMT+0200,1.25284,1.25659,1.25084,1.25444,45506.75
08.07.2020 15:00:00.000 GMT+0200,1.25442,1.26029,1.25399,1.26028,69917.2501
08.07.2020 19:00:00.000 GMT+0200,1.26030,1.26230,1.25990,1.26085,23346.4798
08.07.2020 23:00:00.000 GMT+0200,1.26087,1.26279,1.25962,1.26114,13958.1997
09.07.2020 03:00:00.000 GMT+0200,1.26112,1.26359,1.26010,1.26313,18097.34
09.07.2020 07:00:00.000 GMT+0200,1.26313,1.26524,1.26251,1.26398,34637.0293
09.07.2020 11:00:00.000 GMT+0200,1.26400,1.26667,1.26319,1.26599,39409.4698
09.07.2020 15:00:00.000 GMT+0200,1.26598,1.26691,1.25997,1.26095,102204.2012
09.07.2020 19:00:00.000 GMT+0200,1.26095,1.26229,1.26003,1.26055,23611.3902
09.07.2020 23:00:00.000 GMT+0200,1.26053,1.26107,1.25812,1.25912,9377.5798
10.07.2020 03:00:00.000 GMT+0200,1.25912,1.25981,1.25829,1.25852,12935.990000000002
10.07.2020 07:00:00.000 GMT+0200,1.25852,1.25970,1.25666,1.25966,37819.1202
10.07.2020 11:00:00.000 GMT+0200,1.25967,1.26255,1.25851,1.26147,46432.49020000001
10.07.2020 15:00:00.000 GMT+0200,1.26146,1.26638,1.26146,1.26270,81879.4492
10.07.2020 19:00:00.000 GMT+0200,1.26268,1.26352,1.26186,1.26202,19175.9299
12.07.2020 23:00:00.000 GMT+0200,1.26126,1.26416,1.26120,1.26397,9168.23
13.07.2020 03:00:00.000 GMT+0200,1.26397,1.26585,1.26394,1.26518,16537.4599
13.07.2020 07:00:00.000 GMT+0200,1.26518,1.26660,1.25967,1.26077,34945.7906
13.07.2020 11:00:00.000 GMT+0200,1.26081,1.26165,1.25913,1.26038,49310.231499999994
13.07.2020 15:00:00.000 GMT+0200,1.26037,1.26381,1.26018,1.26142,52705.1899
13.07.2020 19:00:00.000 GMT+0200,1.26142,1.26193,1.25500,1.25536,31034.1504
13.07.2020 23:00:00.000 GMT+0200,1.25531,1.25608,1.25408,1.25472,9942.6702
14.07.2020 03:00:00.000 GMT+0200,1.25471,1.25558,1.25375,1.25547,17669.639900000002
14.07.2020 07:00:00.000 GMT+0200,1.25549,1.25581,1.25060,1.25272,49069.9704
14.07.2020 11:00:00.000 GMT+0200,1.25275,1.25383,1.25073,1.25136,52160.587900000006
14.07.2020 15:00:00.000 GMT+0200,1.25136,1.25551,1.24797,1.25472,134204.1523
14.07.2020 19:00:00.000 GMT+0200,1.25471,1.25633,1.25440,1.25521,102973.1688
14.07.2020 23:00:00.000 GMT+0200,1.25514,1.25851,1.25482,1.25728,13284.55
15.07.2020 03:00:00.000 GMT+0200,1.25728,1.25869,1.25633,1.25727,19834.610099999998
15.07.2020 07:00:00.000 GMT+0200,1.25725,1.26271,1.25707,1.26058,44033.71
15.07.2020 11:00:00.000 GMT+0200,1.26057,1.26429,1.25930,1.26352,47927.5098
15.07.2020 15:00:00.000 GMT+0200,1.26352,1.26493,1.25749,1.25853,87815.8106
15.07.2020 19:00:00.000 GMT+0200,1.25851,1.25970,1.25786,1.25863,19472.85
15.07.2020 23:00:00.000 GMT+0200,1.25863,1.25933,1.25708,1.25721,12740.6097
16.07.2020 03:00:00.000 GMT+0200,1.25719,1.25818,1.25498,1.25585,17586.9101
16.07.2020 07:00:00.000 GMT+0200,1.25585,1.25638,1.25264,1.25409,38504.3291
16.07.2020 11:00:00.000 GMT+0200,1.25408,1.25749,1.25196,1.25592,53430.4092
16.07.2020 15:00:00.000 GMT+0200,1.25592,1.26248,1.25518,1.25874,92207.36230000001
16.07.2020 19:00:00.000 GMT+0200,1.25874,1.25899,1.25365,1.25523,51131.0898
16.07.2020 23:00:00.000 GMT+0200,1.25519,1.25672,1.25494,1.25627,15775.409800000001
17.07.2020 03:00:00.000 GMT+0200,1.25630,1.25709,1.25551,1.25655,13926.4702
17.07.2020 07:00:00.000 GMT+0200,1.25654,1.25677,1.25377,1.25632,27437.8401
17.07.2020 11:00:00.000 GMT+0200,1.25632,1.25637,1.25115,1.25154,36029.3603
17.07.2020 15:00:00.000 GMT+0200,1.25154,1.25677,1.25122,1.25568,37626.2906
17.07.2020 19:00:00.000 GMT+0200,1.25568,1.25742,1.25519,1.25654,17058.440199999997
19.07.2020 23:00:00.000 GMT+0200,1.25449,1.25719,1.25330,1.25463,9571.349699999999
20.07.2020 03:00:00.000 GMT+0200,1.25461,1.25490,1.25178,1.25301,17792.4202
20.07.2020 07:00:00.000 GMT+0200,1.25300,1.25888,1.25256,1.25875,43322.989799999996
20.07.2020 11:00:00.000 GMT+0200,1.25875,1.26420,1.25857,1.26248,39458.0297
20.07.2020 15:00:00.000 GMT+0200,1.26249,1.26586,1.26197,1.26504,49960.3505
20.07.2020 19:00:00.000 GMT+0200,1.26505,1.26652,1.26425,1.26609,15162.4201
20.07.2020 23:00:00.000 GMT+0200,1.26609,1.26837,1.26490,1.26708,13370.57
21.07.2020 03:00:00.000 GMT+0200,1.26708,1.26851,1.26499,1.26549,21148.7
21.07.2020 07:00:00.000 GMT+0200,1.26546,1.27159,1.26543,1.26953,39301.370299999995
21.07.2020 11:00:00.000 GMT+0200,1.26953,1.27157,1.26817,1.27046,37325.609300000004
21.07.2020 15:00:00.000 GMT+0200,1.27046,1.27522,1.26731,1.27430,60006.449199999995
21.07.2020 19:00:00.000 GMT+0200,1.27430,1.27679,1.27220,1.27302,28062.2402
21.07.2020 23:00:00.000 GMT+0200,1.27303,1.27402,1.27144,1.27321,20828.510000000002
22.07.2020 03:00:00.000 GMT+0200,1.27321,1.27379,1.27168,1.27187,16013.0003
22.07.2020 07:00:00.000 GMT+0200,1.27185,1.27289,1.26441,1.26560,59995.1708
22.07.2020 11:00:00.000 GMT+0200,1.26561,1.27294,1.26436,1.27142,58564.9415
22.07.2020 15:00:00.000 GMT+0200,1.27141,1.27397,1.26916,1.27368,73347.8389
22.07.2020 19:00:00.000 GMT+0200,1.27367,1.27435,1.27265,1.27330,20198.590000000004
22.07.2020 23:00:00.000 GMT+0200,1.27328,1.27389,1.27185,1.27287,26479.870499999997
23.07.2020 03:00:00.000 GMT+0200,1.27287,1.27451,1.27229,1.27409,16565.6401
23.07.2020 07:00:00.000 GMT+0200,1.27408,1.27534,1.26980,1.27186,45892.4304
23.07.2020 11:00:00.000 GMT+0200,1.27186,1.27334,1.26739,1.26748,48825.5791
23.07.2020 15:00:00.000 GMT+0200,1.26750,1.27598,1.26726,1.27446,81078.5888
23.07.2020 19:00:00.000 GMT+0200,1.27445,1.27506,1.27282,1.27399,43167.2
23.07.2020 23:00:00.000 GMT+0200,1.27389,1.27599,1.27278,1.27583,13860.849900000001
24.07.2020 03:00:00.000 GMT+0200,1.27583,1.27731,1.27286,1.27327,32000.6797
24.07.2020 07:00:00.000 GMT+0200,1.27327,1.27533,1.27168,1.27280,60142.8492
24.07.2020 11:00:00.000 GMT+0200,1.27280,1.27670,1.27223,1.27610,43940.0996
24.07.2020 15:00:00.000 GMT+0200,1.27612,1.27948,1.27518,1.27849,58561.7011
24.07.2020 19:00:00.000 GMT+0200,1.27848,1.28033,1.27777,1.27926,20979.25
26.07.2020 23:00:00.000 GMT+0200,1.27903,1.28214,1.27740,1.28167,15867.6196
27.07.2020 03:00:00.000 GMT+0200,1.28170,1.28584,1.28141,1.28377,29988.6694
27.07.2020 07:00:00.000 GMT+0200,1.28377,1.28420,1.28066,1.28390,45883.971300000005
27.07.2020 11:00:00.000 GMT+0200,1.28392,1.28770,1.28294,1.28534,57606.4112
27.07.2020 15:00:00.000 GMT+0200,1.28533,1.29028,1.28486,1.28730,65130.0987
27.07.2020 19:00:00.000 GMT+0200,1.28732,1.28812,1.28668,1.28806,24615.3994
27.07.2020 23:00:00.000 GMT+0200,1.28796,1.28999,1.28701,1.28838,30356
28.07.2020 03:00:00.000 GMT+0200,1.28835,1.29042,1.28455,1.28563,33572.1298
28.07.2020 07:00:00.000 GMT+0200,1.28563,1.28811,1.28379,1.28793,44102.979100000004
28.07.2020 11:00:00.000 GMT+0200,1.28792,1.28946,1.28596,1.28860,45370.4503
28.07.2020 15:00:00.000 GMT+0200,1.28859,1.29506,1.28738,1.29476,74768.6299
28.07.2020 19:00:00.000 GMT+0200,1.29476,1.29525,1.29230,1.29304,20243.179699999997
28.07.2020 23:00:00.000 GMT+0200,1.29297,1.29377,1.29221,1.29279,15155.6102
29.07.2020 03:00:00.000 GMT+0200,1.29283,1.29365,1.29116,1.29179,26431.7506
29.07.2020 07:00:00.000 GMT+0200,1.29177,1.29763,1.29152,1.29664,45336.4908
29.07.2020 11:00:00.000 GMT+0200,1.29664,1.29842,1.29579,1.29790,43493.8506
29.07.2020 15:00:00.000 GMT+0200,1.29790,1.29949,1.29549,1.29732,54872.03079999999
29.07.2020 19:00:00.000 GMT+0200,1.29731,1.30133,1.29483,1.29960,61542.6092
29.07.2020 23:00:00.000 GMT+0200,1.29948,1.30010,1.29737,1.29863,18229.0401
30.07.2020 03:00:00.000 GMT+0200,1.29863,1.29918,1.29715,1.29760,24180.3003
30.07.2020 07:00:00.000 GMT+0200,1.29756,1.29988,1.29441,1.29865,53228.089900000006
30.07.2020 11:00:00.000 GMT+0200,1.29867,1.30328,1.29754,1.30307,52037.039000000004
30.07.2020 15:00:00.000 GMT+0200,1.30310,1.30720,1.30201,1.30598,102554.73139999999
30.07.2020 19:00:00.000 GMT+0200,1.30598,1.31025,1.30595,1.30942,30816.2202
30.07.2020 23:00:00.000 GMT+0200,1.30933,1.31360,1.30742,1.31131,30634.380400000002
31.07.2020 03:00:00.000 GMT+0200,1.31130,1.31428,1.31096,1.31303,32558.52
31.07.2020 07:00:00.000 GMT+0200,1.31304,1.31444,1.31051,1.31272,49825.051799999994
31.07.2020 11:00:00.000 GMT+0200,1.31272,1.31593,1.31060,1.31529,55033.0899
31.07.2020 15:00:00.000 GMT+0200,1.31531,1.31699,1.30800,1.30990,134437.2187
31.07.2020 19:00:00.000 GMT+0200,1.30988,1.31147,1.30701,1.30836,36235.48
02.08.2020 23:00:00.000 GMT+0200,1.30755,1.31068,1.30560,1.30738,30227.4098
03.08.2020 03:00:00.000 GMT+0200,1.30742,1.30965,1.30639,1.30910,36289.5898
03.08.2020 07:00:00.000 GMT+0200,1.30908,1.31124,1.30547,1.31010,62715.3994
03.08.2020 11:00:00.000 GMT+0200,1.31010,1.31020,1.30118,1.30228,71063.0987
03.08.2020 15:00:00.000 GMT+0200,1.30228,1.30661,1.30044,1.30577,72481.34969999999
03.08.2020 19:00:00.000 GMT+0200,1.30578,1.30793,1.30560,1.30744,26905.1304
03.08.2020 23:00:00.000 GMT+0200,1.30751,1.30800,1.30567,1.30683,16339.919999999998
04.08.2020 03:00:00.000 GMT+0200,1.30682,1.30883,1.30656,1.30807,17203.8503
04.08.2020 07:00:00.000 GMT+0200,1.30808,1.31078,1.30459,1.30686,46941.909700000004
04.08.2020 11:00:00.000 GMT+0200,1.30686,1.30782,1.29809,1.29854,57409.4892
04.08.2020 15:00:00.000 GMT+0200,1.29854,1.30695,1.29827,1.30647,57057.5498
04.08.2020 19:00:00.000 GMT+0200,1.30645,1.30750,1.30448,1.30712,23710.7304
04.08.2020 23:00:00.000 GMT+0200,1.30711,1.30870,1.30547,1.30810,14660.889900000002
05.08.2020 03:00:00.000 GMT+0200,1.30811,1.30965,1.30767,1.30956,18735.2899
05.08.2020 07:00:00.000 GMT+0200,1.30956,1.31234,1.30575,1.31010,47398.8204
05.08.2020 11:00:00.000 GMT+0200,1.31011,1.31486,1.30860,1.31409,67607.4589
05.08.2020 15:00:00.000 GMT+0200,1.31409,1.31612,1.31184,1.31267,72506.1406
05.08.2020 19:00:00.000 GMT+0200,1.31266,1.31372,1.31083,1.31129,16845.5303
05.08.2020 23:00:00.000 GMT+0200,1.31124,1.31438,1.31110,1.31354,16640.110099999998
06.08.2020 03:00:00.000 GMT+0200,1.31354,1.31412,1.31216,1.31350,24652.33
06.08.2020 07:00:00.000 GMT+0200,1.31347,1.31827,1.31221,1.31604,85985.9214
06.08.2020 11:00:00.000 GMT+0200,1.31605,1.31855,1.31464,1.31528,67318.2793
06.08.2020 15:00:00.000 GMT+0200,1.31529,1.31785,1.31183,1.31587,83456.4884
06.08.2020 19:00:00.000 GMT+0200,1.31591,1.31660,1.31327,1.31422,29305.760000000002
06.08.2020 23:00:00.000 GMT+0200,1.31404,1.31485,1.31310,1.31388,34317.5011
07.08.2020 03:00:00.000 GMT+0200,1.31393,1.31398,1.30975,1.31165,35405.0805
07.08.2020 07:00:00.000 GMT+0200,1.31165,1.31327,1.30857,1.31044,53170.1411
07.08.2020 11:00:00.000 GMT+0200,1.31043,1.31099,1.30656,1.30968,62165.1308
07.08.2020 15:00:00.000 GMT+0200,1.30968,1.30993,1.30092,1.30419,86108.8418
07.08.2020 19:00:00.000 GMT+0200,1.30418,1.30617,1.30347,1.30509,23718.0903
09.08.2020 23:00:00.000 GMT+0200,1.30535,1.30670,1.30371,1.30648,9808.0801
10.08.2020 03:00:00.000 GMT+0200,1.30644,1.30757,1.30609,1.30671,16424.5396
10.08.2020 07:00:00.000 GMT+0200,1.30670,1.30784,1.30456,1.30778,38789.8393
10.08.2020 11:00:00.000 GMT+0200,1.30777,1.30865,1.30187,1.30671,38398.8594
10.08.2020 15:00:00.000 GMT+0200,1.30666,1.31031,1.30616,1.30846,125795.3385
10.08.2020 19:00:00.000 GMT+0200,1.30851,1.30874,1.30609,1.30709,19772.170400000003
10.08.2020 23:00:00.000 GMT+0200,1.30705,1.30766,1.30624,1.30667,14784.009900000001
11.08.2020 03:00:00.000 GMT+0200,1.30666,1.30957,1.30657,1.30858,20979.7497
11.08.2020 07:00:00.000 GMT+0200,1.30857,1.30932,1.30546,1.30876,54341.8609
11.08.2020 11:00:00.000 GMT+0200,1.30874,1.31316,1.30808,1.31184,60881.1904
11.08.2020 15:00:00.000 GMT+0200,1.31184,1.31211,1.30726,1.30899,77784.55080000001
11.08.2020 19:00:00.000 GMT+0200,1.30900,1.30905,1.30412,1.30471,39690.8803
11.08.2020 23:00:00.000 GMT+0200,1.30498,1.30599,1.30362,1.30462,20430.25
12.08.2020 03:00:00.000 GMT+0200,1.30462,1.30545,1.30167,1.30211,34860.0503
12.08.2020 07:00:00.000 GMT+0200,1.30211,1.30674,1.30164,1.30533,49904.8306
12.08.2020 11:00:00.000 GMT+0200,1.30534,1.30655,1.30050,1.30365,64845.3311
12.08.2020 15:00:00.000 GMT+0200,1.30372,1.30594,1.30131,1.30438,82878.44039999999
12.08.2020 19:00:00.000 GMT+0200,1.30438,1.30452,1.30205,1.30326,26373.730499999998
12.08.2020 23:00:00.000 GMT+0200,1.30315,1.30630,1.30288,1.30565,10794.3696
13.08.2020 03:00:00.000 GMT+0200,1.30564,1.30732,1.30490,1.30498,20346.9202
13.08.2020 07:00:00.000 GMT+0200,1.30498,1.30926,1.30493,1.30859,47056.0601
13.08.2020 11:00:00.000 GMT+0200,1.30860,1.31117,1.30761,1.30978,51431.8506
13.08.2020 15:00:00.000 GMT+0200,1.30976,1.31246,1.30722,1.30793,56548.821200000006
13.08.2020 19:00:00.000 GMT+0200,1.30793,1.30818,1.30451,1.30659,37966.3291
13.08.2020 23:00:00.000 GMT+0200,1.30660,1.30744,1.30485,1.30598,15371.5204
14.08.2020 03:00:00.000 GMT+0200,1.30602,1.30648,1.30479,1.30582,17055.2396
14.08.2020 07:00:00.000 GMT+0200,1.30581,1.30830,1.30518,1.30783,43410.8506
14.08.2020 11:00:00.000 GMT+0200,1.30783,1.31324,1.30614,1.31260,55058.1406
14.08.2020 15:00:00.000 GMT+0200,1.31259,1.31423,1.30920,1.31001,60635.9599
14.08.2020 19:00:00.000 GMT+0200,1.31000,1.31021,1.30827,1.30829,17688.4599
16.08.2020 23:00:00.000 GMT+0200,1.30910,1.31062,1.30876,1.31017,7496.8401
17.08.2020 03:00:00.000 GMT+0200,1.31015,1.31101,1.30873,1.30894,13843.810400000002
17.08.2020 07:00:00.000 GMT+0200,1.30899,1.31216,1.30785,1.30909,34099.9101
17.08.2020 11:00:00.000 GMT+0200,1.30911,1.31189,1.30738,1.30938,52365.6894
17.08.2020 15:00:00.000 GMT+0200,1.30940,1.31121,1.30867,1.31024,47646.0899
17.08.2020 19:00:00.000 GMT+0200,1.31024,1.31145,1.30990,1.31034,20161.0698
17.08.2020 23:00:00.000 GMT+0200,1.31019,1.31327,1.30908,1.31324,18845.190000000002
18.08.2020 03:00:00.000 GMT+0200,1.31322,1.31371,1.31224,1.31356,19639.2399
18.08.2020 07:00:00.000 GMT+0200,1.31354,1.31747,1.31332,1.31688,59273.6811
18.08.2020 11:00:00.000 GMT+0200,1.31687,1.31992,1.31534,1.31946,62480.17
18.08.2020 15:00:00.000 GMT+0200,1.31947,1.32405,1.31886,1.32341,77011.6211
18.08.2020 19:00:00.000 GMT+0200,1.32347,1.32497,1.32320,1.32376,20394.5406
18.08.2020 23:00:00.000 GMT+0200,1.32367,1.32644,1.32266,1.32547,20357.880100000002
19.08.2020 03:00:00.000 GMT+0200,1.32546,1.32632,1.32344,1.32379,19827.4597
19.08.2020 07:00:00.000 GMT+0200,1.32377,1.32671,1.32288,1.32429,63450.7603
19.08.2020 11:00:00.000 GMT+0200,1.32428,1.32551,1.31948,1.32024,49678.5391
19.08.2020 15:00:00.000 GMT+0200,1.32024,1.32269,1.31553,1.31645,64243.7597
19.08.2020 19:00:00.000 GMT+0200,1.31646,1.31676,1.30933,1.30971,54773.6296
19.08.2020 23:00:00.000 GMT+0200,1.30968,1.31193,1.30910,1.31066,22654.1807
20.08.2020 03:00:00.000 GMT+0200,1.31066,1.31091,1.30872,1.30959,28269.23
20.08.2020 07:00:00.000 GMT+0200,1.30960,1.31132,1.30641,1.31071,61615.6709
20.08.2020 11:00:00.000 GMT+0200,1.31068,1.31494,1.30953,1.31016,66755.0918
